Unix,Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USDT,tradecount
1668135600000,2022-11-11 03:00:00,ETHUSDT,1252.33,1254.8,1221.08,1239.11,67229.3264,83132381.928668,81179
1668132000000,2022-11-11 02:00:00,ETHUSDT,1262.74,1271.95,1242.35,1252.32,58412.4242,73369687.673456,86919
1668128400000,2022-11-11 01:00:00,ETHUSDT,1296.7,1309.29,1256.0,1262.74,64261.583,82327364.25657,93841
1668124800000,2022-11-11 00:00:00,ETHUSDT,1299.28,1305.88,1283.88,1296.72,34922.7221,45172449.107303,57880
1668121200000,2022-11-10 23:00:00,ETHUSDT,1324.14,1327.83,1286.59,1299.28,40463.5348,52716636.086878,60266
1668117600000,2022-11-10 22:00:00,ETHUSDT,1325.44,1329.87,1308.01,1324.14,25200.6187,33251742.803016,39303
1668114000000,2022-11-10 21:00:00,ETHUSDT,1334.57,1344.66,1315.3,1325.44,57067.3595,75916948.949054,86955
1668110400000,2022-11-10 20:00:00,ETHUSDT,1292.3,1340.0,1284.28,1334.57,53176.8903,69827230.638527,70719
1668106800000,2022-11-10 19:00:00,ETHUSDT,1273.83,1297.0,1265.9,1292.31,35476.719,45424074.93693,59780
1668103200000,2022-11-10 18:00:00,ETHUSDT,1259.12,1286.56,1250.32,1273.83,50143.8907,63651146.315076,88751
1668099600000,2022-11-10 17:00:00,ETHUSDT,1321.28,1323.82,1247.4,1259.12,123086.4508,158008658.234355,163806
1668096000000,2022-11-10 16:00:00,ETHUSDT,1321.64,1350.0,1306.94,1321.27,82344.4259,109674757.632581,121904
1668092400000,2022-11-10 15:00:00,ETHUSDT,1324.2,1350.0,1305.99,1321.61,118386.4551,157044078.717337,152792
1668088800000,2022-11-10 14:00:00,ETHUSDT,1300.08,1328.99,1276.2,1324.32,161324.8888,209144050.071783,181527
1668085200000,2022-11-10 13:00:00,ETHUSDT,1214.99,1329.0,1197.0,1300.09,231210.5125,294242298.466588,277035
1668081600000,2022-11-10 12:00:00,ETHUSDT,1187.05,1234.2,1185.52,1214.99,124140.8762,150453405.5721,171656
1668078000000,2022-11-10 11:00:00,ETHUSDT,1181.0,1196.0,1176.74,1187.04,62471.4506,74137260.263103,90204
1668074400000,2022-11-10 10:00:00,ETHUSDT,1198.66,1204.95,1175.13,1181.01,70741.2677,84104482.556081,95843
1668070800000,2022-11-10 09:00:00,ETHUSDT,1215.89,1219.1,1186.0,1198.65,63187.3828,76054193.902844,101014
1668067200000,2022-11-10 08:00:00,ETHUSDT,1189.54,1219.62,1175.86,1215.8,89302.1995,106648981.155829,121032
1668063600000,2022-11-10 07:00:00,ETHUSDT,1176.06,1206.13,1172.01,1189.72,76801.3665,91297003.800895,110467
1668060000000,2022-11-10 06:00:00,ETHUSDT,1187.25,1194.94,1174.5,1176.07,63489.9116,75110877.162103,99362
1668056400000,2022-11-10 05:00:00,ETHUSDT,1176.39,1200.0,1176.22,1187.25,62931.3826,74733100.363755,106151
1668052800000,2022-11-10 04:00:00,ETHUSDT,1174.15,1182.35,1159.3,1176.4,48115.3705,56318987.77607,87423
1668049200000,2022-11-10 03:00:00,ETHUSDT,1149.98,1184.8,1145.48,1174.16,97068.5928,113556073.612038,131678
1668045600000,2022-11-10 02:00:00,ETHUSDT,1137.8,1150.0,1126.61,1149.98,44884.4546,51114203.891807,85906
1668042000000,2022-11-10 01:00:00,ETHUSDT,1146.15,1165.08,1130.0,1137.8,88951.7263,101977661.8919,139031
1668038400000,2022-11-10 00:00:00,ETHUSDT,1102.73,1147.64,1085.93,1146.14,105987.9489,118986397.729716,158190
1668034800000,2022-11-09 23:00:00,ETHUSDT,1117.65,1124.26,1073.53,1102.73,112634.5669,123607979.745931,164667
1668031200000,2022-11-09 22:00:00,ETHUSDT,1106.11,1132.38,1100.62,1117.65,64988.508,72659995.853264,106784
1668027600000,2022-11-09 21:00:00,ETHUSDT,1164.99,1165.6,1100.78,1106.68,132781.4782,149853161.436697,200545
1668024000000,2022-11-09 20:00:00,ETHUSDT,1195.46,1200.0,1148.0,1164.99,85537.4498,100503886.824046,138343
1668020400000,2022-11-09 19:00:00,ETHUSDT,1163.72,1206.0,1161.97,1195.47,74900.3282,89042539.666693,118002
1668016800000,2022-11-09 18:00:00,ETHUSDT,1168.54,1178.67,1143.43,1163.86,84567.1487,98195358.950476,128331
1668013200000,2022-11-09 17:00:00,ETHUSDT,1174.29,1186.54,1153.59,1168.53,66815.4842,78257145.927472,113738
1668009600000,2022-11-09 16:00:00,ETHUSDT,1163.02,1199.19,1149.0,1174.29,121229.164,142335472.083098,186729
1668006000000,2022-11-09 15:00:00,ETHUSDT,1225.89,1241.77,1150.0,1163.02,158028.0854,187966476.312585,239411
1668002400000,2022-11-09 14:00:00,ETHUSDT,1214.52,1246.0,1189.51,1225.89,89252.3559,108174553.013703,134045
1667998800000,2022-11-09 13:00:00,ETHUSDT,1227.04,1235.35,1191.87,1214.53,109850.1705,133383503.169855,136339
1667995200000,2022-11-09 12:00:00,ETHUSDT,1220.05,1248.55,1211.66,1227.03,145881.7463,179427854.970232,152731
1667991600000,2022-11-09 11:00:00,ETHUSDT,1195.02,1225.2,1178.37,1220.04,117608.357,141690340.23578,158946
1667988000000,2022-11-09 10:00:00,ETHUSDT,1216.25,1229.6,1136.13,1195.02,312655.682,368175734.522836,315437
1667984400000,2022-11-09 09:00:00,ETHUSDT,1263.6,1264.16,1199.0,1216.24,198734.4672,243765547.129254,208909
1667980800000,2022-11-09 08:00:00,ETHUSDT,1274.36,1276.59,1250.0,1263.59,105538.7981,133376964.878175,106089
1667977200000,2022-11-09 07:00:00,ETHUSDT,1294.32,1298.91,1266.43,1274.35,79325.1292,101781623.755597,78570
1667973600000,2022-11-09 06:00:00,ETHUSDT,1302.8,1308.71,1293.34,1294.32,44725.7621,58197544.312098,52717
1667970000000,2022-11-09 05:00:00,ETHUSDT,1304.0,1315.98,1285.69,1302.81,77736.9831,100987373.60785,76843
1667966400000,2022-11-09 04:00:00,ETHUSDT,1312.38,1319.38,1301.2,1303.99,44345.8857,58005299.550381,51442
1667962800000,2022-11-09 03:00:00,ETHUSDT,1295.01,1314.38,1283.37,1312.39,76425.8158,99207870.344286,81564
1667959200000,2022-11-09 02:00:00,ETHUSDT,1317.22,1328.83,1293.0,1295.01,64733.1267,85035694.340925,74323
1667955600000,2022-11-09 01:00:00,ETHUSDT,1317.49,1331.1,1312.32,1317.22,61983.0915,82035659.41204,68982
1667952000000,2022-11-09 00:00:00,ETHUSDT,1334.78,1337.16,1315.77,1317.5,64518.3512,85508567.352887,78981
1667948400000,2022-11-08 23:00:00,ETHUSDT,1318.58,1344.83,1313.72,1334.77,56897.0062,75749444.725633,71198
1667944800000,2022-11-08 22:00:00,ETHUSDT,1336.71,1338.11,1308.43,1318.58,40889.4387,54167408.170453,83823
1667941200000,2022-11-08 21:00:00,ETHUSDT,1310.57,1341.97,1300.0,1336.7,57065.7044,75432932.612071,114442
1667937600000,2022-11-08 20:00:00,ETHUSDT,1315.39,1337.31,1280.0,1310.57,118235.606,154682630.164229,205439
1667934000000,2022-11-08 19:00:00,ETHUSDT,1345.8,1359.01,1233.0,1315.39,313440.3388,410306749.73979294,373962
1667930400000,2022-11-08 18:00:00,ETHUSDT,1447.1,1468.15,1341.08,1346.14,297790.2009,413560576.661429,384426
1667926800000,2022-11-08 17:00:00,ETHUSDT,1545.82,1554.88,1442.57,1447.42,195320.6727,295527827.220895,226191
1667923200000,2022-11-08 16:00:00,ETHUSDT,1462.48,1579.98,1454.47,1545.82,195120.4083,299936246.667452,262943
1667919600000,2022-11-08 15:00:00,ETHUSDT,1443.98,1462.69,1426.16,1462.48,68852.6861,99295767.701338,86956
1667916000000,2022-11-08 14:00:00,ETHUSDT,1462.03,1474.05,1422.94,1444.13,196556.296,283641487.484412,153527
1667912400000,2022-11-08 13:00:00,ETHUSDT,1478.89,1479.59,1457.06,1462.03,39559.9011,58117438.623069,45990
1667908800000,2022-11-08 12:00:00,ETHUSDT,1476.87,1487.22,1471.53,1478.89,27274.2101,40352385.421459,42050
1667905200000,2022-11-08 11:00:00,ETHUSDT,1479.16,1486.15,1468.99,1476.87,30320.2526,44858185.229236,44180
1667901600000,2022-11-08 10:00:00,ETHUSDT,1489.7,1490.06,1476.36,1479.15,23122.599,34292294.500356,36085
1667898000000,2022-11-08 09:00:00,ETHUSDT,1486.57,1494.49,1479.07,1489.7,29245.4844,43523199.419161,41217
1667894400000,2022-11-08 08:00:00,ETHUSDT,1492.0,1493.0,1481.41,1486.57,32500.9108,48333930.861076,42621
1667890800000,2022-11-08 07:00:00,ETHUSDT,1485.15,1497.95,1477.0,1492.0,44547.2361,66294500.379168,54914
1667887200000,2022-11-08 06:00:00,ETHUSDT,1470.38,1490.43,1466.42,1485.16,51365.7489,75931199.429774,64828
1667883600000,2022-11-08 05:00:00,ETHUSDT,1465.01,1475.73,1431.82,1470.39,136343.4659,198545863.321332,141891
1667880000000,2022-11-08 04:00:00,ETHUSDT,1507.06,1514.25,1458.0,1465.0,165666.8465,245095970.096239,176236
1667876400000,2022-11-08 03:00:00,ETHUSDT,1538.85,1545.65,1503.0,1507.07,132150.1884,202009883.721137,112579
1667872800000,2022-11-08 02:00:00,ETHUSDT,1571.34,1574.81,1537.0,1538.85,45193.5433,70210839.715229,49504
1667869200000,2022-11-08 01:00:00,ETHUSDT,1561.55,1576.79,1559.51,1571.35,14322.3054,22479231.562863,25539
1667865600000,2022-11-08 00:00:00,ETHUSDT,1568.09,1574.81,1558.68,1561.56,28135.4583,44129008.118101,33735
1667862000000,2022-11-07 23:00:00,ETHUSDT,1559.22,1569.65,1558.58,1568.1,21085.4708,33008177.88014,29989
1667858400000,2022-11-07 22:00:00,ETHUSDT,1575.4,1575.52,1545.03,1559.22,62847.6165,98062545.436528,96412
1667854800000,2022-11-07 21:00:00,ETHUSDT,1601.64,1604.51,1573.46,1575.4,28118.998,44641409.836763,38811
1667851200000,2022-11-07 20:00:00,ETHUSDT,1600.53,1607.28,1599.02,1601.64,15104.6027,24205832.810885,23265
1667847600000,2022-11-07 19:00:00,ETHUSDT,1588.82,1608.04,1588.36,1600.52,42041.0528,67155332.10628,48120
1667844000000,2022-11-07 18:00:00,ETHUSDT,1585.57,1594.24,1585.52,1588.81,11929.5938,18963366.315131,20985
1667840400000,2022-11-07 17:00:00,ETHUSDT,1578.19,1585.6,1577.02,1585.56,9115.3435,14422379.092983,19755
1667836800000,2022-11-07 16:00:00,ETHUSDT,1592.02,1597.08,1577.97,1578.2,19195.7389,30474500.171497,35008
1667833200000,2022-11-07 15:00:00,ETHUSDT,1572.53,1592.93,1572.37,1592.03,31218.5419,49413215.524091,49335
1667829600000,2022-11-07 14:00:00,ETHUSDT,1579.31,1584.51,1567.58,1572.52,26342.097,41494125.569575,39550
1667826000000,2022-11-07 13:00:00,ETHUSDT,1584.5,1589.73,1575.31,1579.3,21852.0511,34564686.879287,31706
1667822400000,2022-11-07 12:00:00,ETHUSDT,1579.99,1585.02,1576.48,1584.51,19969.9385,31546378.212082,30090
1667818800000,2022-11-07 11:00:00,ETHUSDT,1578.53,1582.02,1575.66,1580.0,11589.9717,18299518.182518,17023
1667815200000,2022-11-07 10:00:00,ETHUSDT,1564.1,1584.56,1563.88,1578.54,43184.7391,68141785.372056,39224
1667811600000,2022-11-07 09:00:00,ETHUSDT,1568.08,1575.58,1564.1,1564.1,27392.8404,43045440.443504,29887
1667808000000,2022-11-07 08:00:00,ETHUSDT,1550.0,1569.76,1546.29,1568.08,30358.8239,47383866.107739,41592
1667804400000,2022-11-07 07:00:00,ETHUSDT,1575.6,1575.9,1546.3,1550.01,71872.1857,112326715.414577,69465
1667800800000,2022-11-07 06:00:00,ETHUSDT,1588.24,1589.73,1574.52,1575.59,23695.1101,37494153.111007,28813
1667797200000,2022-11-07 05:00:00,ETHUSDT,1587.55,1594.63,1584.61,1588.24,14765.1176,23473669.936449,20488
1667793600000,2022-11-07 04:00:00,ETHUSDT,1587.5,1587.84,1576.15,1587.54,11456.3751,18133376.448202,17582
1667790000000,2022-11-07 03:00:00,ETHUSDT,1592.7,1593.0,1583.88,1587.5,11553.4399,18335361.819277,16296
1667786400000,2022-11-07 02:00:00,ETHUSDT,1582.42,1595.3,1581.83,1592.69,22955.8168,36494442.302357,27750
1667782800000,2022-11-07 01:00:00,ETHUSDT,1573.28,1585.31,1567.76,1582.41,34272.4406,54011083.778232,39717
1667779200000,2022-11-07 00:00:00,ETHUSDT,1568.25,1580.76,1564.21,1573.28,30491.543,47955181.229279,41099
1667775600000,2022-11-06 23:00:00,ETHUSDT,1601.81,1603.81,1564.39,1568.29,67364.0754,106446376.230848,76090
1667772000000,2022-11-06 22:00:00,ETHUSDT,1603.8,1607.96,1590.69,1601.82,33578.5162,53720753.114405,37628
1667768400000,2022-11-06 21:00:00,ETHUSDT,1611.82,1612.91,1603.0,1603.81,17950.4036,28873696.009127,21782
1667764800000,2022-11-06 20:00:00,ETHUSDT,1610.41,1611.87,1605.02,1611.82,10702.7273,17218455.465365,15508
1667761200000,2022-11-06 19:00:00,ETHUSDT,1610.59,1613.02,1604.46,1610.41,12888.121,20742339.437008,17346
1667757600000,2022-11-06 18:00:00,ETHUSDT,1616.03,1616.04,1603.25,1610.59,23269.3909,37447605.586235,27836
1667754000000,2022-11-06 17:00:00,ETHUSDT,1622.02,1622.59,1613.15,1616.04,12031.0974,19465017.289187,20139
1667750400000,2022-11-06 16:00:00,ETHUSDT,1623.77,1625.93,1609.3,1622.09,32493.6258,52610126.184797,42772
1667746800000,2022-11-06 15:00:00,ETHUSDT,1626.43,1634.96,1623.71,1623.77,14114.1889,23006873.061061,18709
1667743200000,2022-11-06 14:00:00,ETHUSDT,1621.53,1631.59,1618.06,1626.42,13780.9507,22396768.783135,21619
1667739600000,2022-11-06 13:00:00,ETHUSDT,1618.37,1623.01,1615.81,1621.53,8198.0817,13280508.070258,14131
1667736000000,2022-11-06 12:00:00,ETHUSDT,1620.34,1625.01,1616.46,1618.36,10954.9468,17754813.29237,16114
1667732400000,2022-11-06 11:00:00,ETHUSDT,1628.82,1629.25,1608.84,1620.35,26879.1232,43499288.060504,28353
1667728800000,2022-11-06 10:00:00,ETHUSDT,1628.23,1630.93,1626.18,1628.83,8123.8275,13226015.493904,12438
1667725200000,2022-11-06 09:00:00,ETHUSDT,1631.47,1634.63,1627.58,1628.23,9431.8491,15384480.782141,14999
1667721600000,2022-11-06 08:00:00,ETHUSDT,1622.88,1639.02,1621.44,1631.46,20171.2228,32892581.741778,26865
1667718000000,2022-11-06 07:00:00,ETHUSDT,1616.91,1623.77,1614.72,1622.88,10046.7435,16270204.857052,15313
1667714400000,2022-11-06 06:00:00,ETHUSDT,1615.65,1618.34,1614.52,1616.91,7139.2384,11539786.503836,14078
1667710800000,2022-11-06 05:00:00,ETHUSDT,1619.84,1620.97,1613.95,1615.66,10226.8215,16536224.899599,15916
1667707200000,2022-11-06 04:00:00,ETHUSDT,1621.23,1622.56,1617.84,1619.84,6214.3878,10070281.681798,12562
1667703600000,2022-11-06 03:00:00,ETHUSDT,1616.53,1621.97,1612.3,1621.24,11657.5786,18863423.827658,15341
1667700000000,2022-11-06 02:00:00,ETHUSDT,1614.24,1620.41,1612.56,1616.53,13452.9645,21754217.379634,17900
1667696400000,2022-11-06 01:00:00,ETHUSDT,1629.34,1632.98,1614.05,1614.24,19473.7183,31603244.219754,22590
1667692800000,2022-11-06 00:00:00,ETHUSDT,1626.98,1633.51,1622.75,1629.35,14720.3516,23966409.606059,19024
1667689200000,2022-11-05 23:00:00,ETHUSDT,1632.31,1635.22,1621.42,1626.98,18888.8362,30739093.447703,24982
1667685600000,2022-11-05 22:00:00,ETHUSDT,1632.52,1635.0,1629.06,1632.32,7911.9961,12915874.36108,12017
1667682000000,2022-11-05 21:00:00,ETHUSDT,1631.45,1633.26,1629.53,1632.53,5004.313,8163996.276634,10028
1667678400000,2022-11-05 20:00:00,ETHUSDT,1633.24,1634.25,1628.77,1631.46,8138.5513,13280468.476881,12299
1667674800000,2022-11-05 19:00:00,ETHUSDT,1629.96,1633.52,1628.03,1633.24,8268.3869,13483677.706225,16007
1667671200000,2022-11-05 18:00:00,ETHUSDT,1636.57,1637.85,1624.89,1629.96,16278.9598,26543546.155444,20032
1667667600000,2022-11-05 17:00:00,ETHUSDT,1637.26,1638.37,1632.0,1636.58,11449.8117,18717418.27911,18011
1667664000000,2022-11-05 16:00:00,ETHUSDT,1635.87,1642.91,1635.41,1637.25,14817.1335,24285465.013354,19455
1667660400000,2022-11-05 15:00:00,ETHUSDT,1629.1,1640.98,1628.0,1635.87,15440.0743,25255404.178213,22274
1667656800000,2022-11-05 14:00:00,ETHUSDT,1634.99,1639.6,1623.53,1629.1,19294.2816,31463699.383038,26286
1667653200000,2022-11-05 13:00:00,ETHUSDT,1641.19,1643.51,1632.27,1634.99,16748.3573,27422159.086037,20727
1667649600000,2022-11-05 12:00:00,ETHUSDT,1649.58,1650.23,1640.71,1641.2,13093.8282,21520140.041652,20063
1667646000000,2022-11-05 11:00:00,ETHUSDT,1641.66,1650.76,1641.06,1649.58,15303.2601,25208470.305721,20773
1667642400000,2022-11-05 10:00:00,ETHUSDT,1640.72,1642.76,1638.06,1641.66,7219.3642,11844524.081591,13832
1667638800000,2022-11-05 09:00:00,ETHUSDT,1643.31,1645.23,1636.47,1640.72,12763.1864,20935887.786643,18299
1667635200000,2022-11-05 08:00:00,ETHUSDT,1651.37,1651.9,1637.53,1643.32,22273.5726,36609270.102152,27815
1667631600000,2022-11-05 07:00:00,ETHUSDT,1653.66,1654.71,1649.67,1651.36,8879.602,14674162.376122,14626
1667628000000,2022-11-05 06:00:00,ETHUSDT,1646.77,1658.72,1645.84,1653.66,15819.5669,26161489.55462,20334
1667624400000,2022-11-05 05:00:00,ETHUSDT,1643.67,1649.99,1643.58,1646.76,7645.7169,12594963.639157,13304
1667620800000,2022-11-05 04:00:00,ETHUSDT,1646.76,1650.69,1643.67,1643.67,10864.376,17901806.64333,16887
1667617200000,2022-11-05 03:00:00,ETHUSDT,1648.96,1654.77,1643.5,1646.75,22642.0707,37337368.648379,24681
1667613600000,2022-11-05 02:00:00,ETHUSDT,1653.73,1655.73,1646.84,1648.97,14831.2728,24485179.580864,17851
1667610000000,2022-11-05 01:00:00,ETHUSDT,1658.28,1659.39,1648.69,1653.72,15073.4352,24911136.348093,22057
1667606400000,2022-11-05 00:00:00,ETHUSDT,1644.78,1666.97,1635.15,1658.28,42735.5825,70606405.261685,48248
1667602800000,2022-11-04 23:00:00,ETHUSDT,1649.67,1652.64,1642.02,1644.78,12781.0391,21032057.177826,17287
1667599200000,2022-11-04 22:00:00,ETHUSDT,1648.36,1654.77,1643.92,1649.66,23131.4403,38161837.461402,27301
1667595600000,2022-11-04 21:00:00,ETHUSDT,1645.55,1651.57,1640.08,1648.37,11965.8527,19675508.939188,18952
1667592000000,2022-11-04 20:00:00,ETHUSDT,1648.28,1649.99,1639.84,1645.55,25028.3963,41154891.689783,25813
1667588400000,2022-11-04 19:00:00,ETHUSDT,1637.51,1649.84,1634.54,1648.29,31552.6812,51836658.117042,34577
1667584800000,2022-11-04 18:00:00,ETHUSDT,1622.83,1647.78,1617.42,1637.51,38244.3329,62555397.456942,49277
1667581200000,2022-11-04 17:00:00,ETHUSDT,1621.91,1628.31,1613.51,1622.83,28928.6629,46905956.047104,36640
1667577600000,2022-11-04 16:00:00,ETHUSDT,1624.97,1630.13,1607.8,1621.9,86927.7895,140896996.998826,87106
1667574000000,2022-11-04 15:00:00,ETHUSDT,1660.45,1663.43,1623.34,1624.97,91969.7263,151180090.139738,110691
1667570400000,2022-11-04 14:00:00,ETHUSDT,1616.45,1680.0,1613.85,1660.45,88726.3977,146348174.327283,124360
1667566800000,2022-11-04 13:00:00,ETHUSDT,1609.72,1624.25,1606.25,1616.45,76207.4577,123042478.353233,78392
1667563200000,2022-11-04 12:00:00,ETHUSDT,1577.24,1611.25,1556.2,1609.73,111946.863,177402544.158823,113833
1667559600000,2022-11-04 11:00:00,ETHUSDT,1594.67,1594.76,1576.71,1577.24,27976.0026,44359116.335756,32521
1667556000000,2022-11-04 10:00:00,ETHUSDT,1579.53,1600.28,1575.3,1594.68,49861.6725,79130095.14431,40272
1667552400000,2022-11-04 09:00:00,ETHUSDT,1579.34,1585.3,1577.57,1579.52,16957.2736,26802123.85363,21336
1667548800000,2022-11-04 08:00:00,ETHUSDT,1587.43,1588.32,1578.42,1579.33,22718.476,35994638.57395,26025
1667545200000,2022-11-04 07:00:00,ETHUSDT,1582.18,1587.79,1574.33,1587.43,29962.8509,47375654.769598,31732
1667541600000,2022-11-04 06:00:00,ETHUSDT,1561.96,1588.19,1557.36,1582.18,44473.7815,70018276.58455,51451
1667538000000,2022-11-04 05:00:00,ETHUSDT,1551.01,1566.28,1547.93,1561.97,29447.6075,45822942.768359,32710
1667534400000,2022-11-04 04:00:00,ETHUSDT,1548.93,1551.47,1546.53,1551.0,18330.9914,28395311.227128,22055
1667530800000,2022-11-04 03:00:00,ETHUSDT,1541.29,1549.89,1537.96,1548.92,17121.4578,26440743.552651,22129
1667527200000,2022-11-04 02:00:00,ETHUSDT,1538.47,1544.62,1537.64,1541.28,21192.1829,32662132.917452,22301
1667523600000,2022-11-04 01:00:00,ETHUSDT,1538.61,1543.61,1536.41,1538.46,12144.9385,18691672.574455,20550
1667520000000,2022-11-04 00:00:00,ETHUSDT,1531.01,1540.58,1528.4,1538.61,17933.6033,27541753.551739,24875
1667516400000,2022-11-03 23:00:00,ETHUSDT,1531.21,1534.03,1525.39,1531.01,16703.3313,25542492.182069,22280
1667512800000,2022-11-03 22:00:00,ETHUSDT,1543.2,1543.64,1524.11,1531.21,34763.239,53263424.125064,38125
1667509200000,2022-11-03 21:00:00,ETHUSDT,1540.71,1543.9,1539.46,1543.2,6072.0079,9361325.158601,11735
1667505600000,2022-11-03 20:00:00,ETHUSDT,1544.14,1544.42,1538.47,1540.72,10336.5029,15928636.927258,16610
1667502000000,2022-11-03 19:00:00,ETHUSDT,1545.23,1548.0,1540.77,1544.13,10472.2949,16172002.506921,18679
1667498400000,2022-11-03 18:00:00,ETHUSDT,1541.01,1547.18,1538.34,1545.23,11489.3704,17737289.410499,19657
1667494800000,2022-11-03 17:00:00,ETHUSDT,1546.81,1547.57,1540.84,1541.01,11423.0547,17633517.356369,19490
1667491200000,2022-11-03 16:00:00,ETHUSDT,1542.47,1549.14,1539.15,1546.8,14822.8061,22890134.767924,24663
1667487600000,2022-11-03 15:00:00,ETHUSDT,1551.8,1554.8,1534.94,1542.46,32544.2911,50215062.130575,33402
1667484000000,2022-11-03 14:00:00,ETHUSDT,1525.6,1556.0,1525.09,1551.79,56149.6872,86697669.077664,58197
1667480400000,2022-11-03 13:00:00,ETHUSDT,1529.76,1540.33,1524.53,1525.61,39213.5851,60121898.537733,43684
1667476800000,2022-11-03 12:00:00,ETHUSDT,1531.95,1539.21,1522.05,1529.77,34748.4477,53183166.648674,42717
1667473200000,2022-11-03 11:00:00,ETHUSDT,1544.22,1544.65,1523.1,1531.95,35186.0745,53966569.76658,43062
1667469600000,2022-11-03 10:00:00,ETHUSDT,1552.39,1555.0,1542.77,1544.22,16239.9969,25138116.25355,23657
1667466000000,2022-11-03 09:00:00,ETHUSDT,1543.79,1556.74,1543.63,1552.4,30769.3281,47696465.906568,27645
1667462400000,2022-11-03 08:00:00,ETHUSDT,1544.04,1548.73,1539.47,1543.78,15876.6362,24507585.75813,20624
1667458800000,2022-11-03 07:00:00,ETHUSDT,1547.44,1555.17,1542.0,1544.04,23389.6749,36202729.400309,27197
1667455200000,2022-11-03 06:00:00,ETHUSDT,1551.76,1552.5,1546.34,1547.45,15269.3592,23638513.476323,21240
1667451600000,2022-11-03 05:00:00,ETHUSDT,1553.34,1554.02,1548.69,1551.76,13354.3399,20721246.040768,21331
1667448000000,2022-11-03 04:00:00,ETHUSDT,1547.35,1559.01,1547.35,1553.34,21254.1786,33051818.688001,26537
1667444400000,2022-11-03 03:00:00,ETHUSDT,1543.59,1556.19,1543.58,1547.35,25562.4956,39617477.159172,28199
1667440800000,2022-11-03 02:00:00,ETHUSDT,1543.19,1549.99,1542.08,1543.59,20493.9841,31674869.912128,24886
1667437200000,2022-11-03 01:00:00,ETHUSDT,1531.49,1547.77,1529.58,1543.2,32155.8529,49486767.037883,31124
1667433600000,2022-11-03 00:00:00,ETHUSDT,1518.33,1538.0,1515.17,1531.49,31912.3421,48804666.538077,33867
1667430000000,2022-11-02 23:00:00,ETHUSDT,1511.5,1523.77,1508.15,1518.34,16378.2329,24852298.91421,27073
1667426400000,2022-11-02 22:00:00,ETHUSDT,1514.3,1516.19,1506.2,1511.5,22808.4566,34491701.957269,26937
1667422800000,2022-11-02 21:00:00,ETHUSDT,1511.27,1514.31,1502.32,1514.3,28708.7844,43306945.102808,36781
1667419200000,2022-11-02 20:00:00,ETHUSDT,1535.93,1537.51,1503.0,1511.27,66184.3496,100425625.8523,76535
1667415600000,2022-11-02 19:00:00,ETHUSDT,1563.68,1588.71,1524.0,1535.92,114298.7933,177248799.64696,136319
1667412000000,2022-11-02 18:00:00,ETHUSDT,1560.48,1621.68,1528.39,1563.69,265703.7326,421795207.93092,303336
1667408400000,2022-11-02 17:00:00,ETHUSDT,1570.95,1572.32,1549.4,1560.48,37015.2442,57846934.289573,43380
1667404800000,2022-11-02 16:00:00,ETHUSDT,1558.51,1576.06,1550.06,1570.95,23511.8447,36721661.170262,35502
1667401200000,2022-11-02 15:00:00,ETHUSDT,1560.22,1561.61,1556.0,1558.5,11412.4789,17795347.013288,24562
1667397600000,2022-11-02 14:00:00,ETHUSDT,1553.24,1567.13,1552.02,1560.21,24839.5482,38730383.750025,32938
1667394000000,2022-11-02 13:00:00,ETHUSDT,1553.59,1558.12,1548.24,1553.24,27057.3525,42046760.353165,33835
1667390400000,2022-11-02 12:00:00,ETHUSDT,1555.95,1559.32,1546.02,1553.6,21826.7145,33905221.458764,27928
1667386800000,2022-11-02 11:00:00,ETHUSDT,1548.55,1558.49,1548.52,1555.94,14262.3525,22171194.153857,19158
1667383200000,2022-11-02 10:00:00,ETHUSDT,1558.76,1559.0,1536.25,1548.56,48901.3042,75569606.004921,53769
1667379600000,2022-11-02 09:00:00,ETHUSDT,1574.0,1578.67,1557.69,1558.76,23134.5746,36232581.006524,33269
1667376000000,2022-11-02 08:00:00,ETHUSDT,1564.76,1574.06,1561.02,1574.01,15323.4621,24004603.250139,24090
1667372400000,2022-11-02 07:00:00,ETHUSDT,1587.25,1588.78,1554.09,1564.76,84932.5741,133098457.407388,64557
1667368800000,2022-11-02 06:00:00,ETHUSDT,1585.93,1588.18,1582.91,1587.25,14656.5103,23232726.195898,21663
1667365200000,2022-11-02 05:00:00,ETHUSDT,1590.18,1600.2,1585.28,1585.94,25664.5374,40880803.69414,31479
1667361600000,2022-11-02 04:00:00,ETHUSDT,1590.75,1595.0,1586.99,1590.18,24461.3198,38896847.533564,26701
1667358000000,2022-11-02 03:00:00,ETHUSDT,1590.08,1595.79,1588.9,1590.74,15964.2859,25417639.343292,21478
1667354400000,2022-11-02 02:00:00,ETHUSDT,1586.0,1593.21,1578.28,1590.08,18978.0296,30102803.414944,22863
1667350800000,2022-11-02 01:00:00,ETHUSDT,1587.55,1591.06,1585.33,1586.01,9834.0282,15616678.943273,14069
1667347200000,2022-11-02 00:00:00,ETHUSDT,1578.47,1592.44,1572.09,1587.54,25536.8537,40395587.051723,32869
1667343600000,2022-11-01 23:00:00,ETHUSDT,1578.52,1583.02,1576.71,1578.48,11334.1167,17911138.056755,16043
