Unix,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USDT,tradecount
1648904400000,2022-04-02 13:00:00,BTCUSDT,46717.49,46941.11,46648.68,46735.11,1652.80154,77372475.2030313,47434
1648900800000,2022-04-02 12:00:00,BTCUSDT,46542.84,46880.97,46225.75,46717.49,3429.52786,159940563.7498088,71117
1648897200000,2022-04-02 11:00:00,BTCUSDT,46719.49,46753.15,46542.84,46542.84,782.48373,36495218.8866901,32051
1648893600000,2022-04-02 10:00:00,BTCUSDT,46682.5,46719.49,46548.41,46719.49,919.09468,42845593.8675979,31544
1648890000000,2022-04-02 09:00:00,BTCUSDT,46551.4,46734.76,46515.75,46682.5,1110.14138,51752453.3825296,32720
1648886400000,2022-04-02 08:00:00,BTCUSDT,46584.49,46589.64,46490.0,46551.39,999.53272,46525526.3748629,32663
1648882800000,2022-04-02 07:00:00,BTCUSDT,46632.28,46644.42,46419.38,46584.49,945.54588,43993250.3078538,33276
1648879200000,2022-04-02 06:00:00,BTCUSDT,46541.38,46648.73,46462.79,46632.28,916.97927,42670943.2357576,27577
1648875600000,2022-04-02 05:00:00,BTCUSDT,46529.7,46600.0,46410.63,46541.38,658.54109,30632784.3392563,25191
1648872000000,2022-04-02 04:00:00,BTCUSDT,46599.93,46684.4,46489.5,46529.71,791.21832,36842088.2439154,28419
1648868400000,2022-04-02 03:00:00,BTCUSDT,46497.9,46599.94,46371.0,46599.93,775.09354,36022393.4822617,34611
1648864800000,2022-04-02 02:00:00,BTCUSDT,46745.49,46844.59,46233.83,46497.9,1920.91296,89450949.5100659,48722
1648861200000,2022-04-02 01:00:00,BTCUSDT,46894.91,47073.67,46501.0,46745.5,2867.03679,134071807.9609038,58705
1648857600000,2022-04-02 00:00:00,BTCUSDT,46283.49,47213.0,46081.93,46894.92,4001.40201,186446899.2514983,86675
1648854000000,2022-04-01 23:00:00,BTCUSDT,46368.42,46368.42,46120.2,46283.49,737.49098,34093262.5649832,33501
1648850400000,2022-04-01 22:00:00,BTCUSDT,46305.07,46398.0,46150.0,46368.41,1035.63658,47953309.6793014,34860
1648846800000,2022-04-01 21:00:00,BTCUSDT,46145.37,46439.56,46142.0,46305.07,704.8187,32619711.0407436,35113
1648843200000,2022-04-01 20:00:00,BTCUSDT,46361.68,46380.16,46075.85,46145.38,889.16549,41131284.7299444,36878
1648839600000,2022-04-01 19:00:00,BTCUSDT,46334.62,46394.64,46140.0,46361.68,1361.13144,62955535.0596469,41736
1648836000000,2022-04-01 18:00:00,BTCUSDT,46465.48,46602.0,46250.0,46334.63,1713.01446,79510199.7554185,45355
1648832400000,2022-04-01 17:00:00,BTCUSDT,46025.29,46549.31,45893.98,46465.5,2055.44446,95076131.9187169,61990
1648828800000,2022-04-01 16:00:00,BTCUSDT,46531.99,46587.81,46025.29,46025.29,2822.94745,130828812.3559093,71038
1648825200000,2022-04-01 15:00:00,BTCUSDT,46128.92,46720.09,46113.08,46532.0,5320.039,247273392.41938847,111491
1648821600000,2022-04-01 14:00:00,BTCUSDT,45430.12,46180.77,45420.0,46128.91,3713.30259,169763018.1238401,82194
1648818000000,2022-04-01 13:00:00,BTCUSDT,45245.66,45603.85,45237.91,45430.12,2943.26062,133760900.7250733,71861
1648814400000,2022-04-01 12:00:00,BTCUSDT,45064.25,45416.98,44701.01,45245.66,3791.81322,170804648.2407966,79008
1648810800000,2022-04-01 11:00:00,BTCUSDT,45223.0,45283.17,45022.82,45064.26,1890.8264,85387616.8620062,42903
1648807200000,2022-04-01 10:00:00,BTCUSDT,45076.01,45234.56,45019.8,45223.0,1090.16037,49182791.1781732,36650
1648803600000,2022-04-01 09:00:00,BTCUSDT,45137.05,45243.2,44990.48,45076.0,2072.54564,93524161.4018887,52941
1648800000000,2022-04-01 08:00:00,BTCUSDT,45015.68,45323.91,45008.24,45137.06,2537.07775,114615063.7006664,58677
1648796400000,2022-04-01 07:00:00,BTCUSDT,44803.7,45110.81,44801.0,45015.69,2596.94132,116686645.5959618,53003
1648792800000,2022-04-01 06:00:00,BTCUSDT,44646.15,44848.44,44567.94,44803.7,1404.92923,62845996.4268306,40449
1648789200000,2022-04-01 05:00:00,BTCUSDT,44642.44,44789.99,44583.23,44646.16,1456.34706,65073274.7349056,38119
1648785600000,2022-04-01 04:00:00,BTCUSDT,44599.98,44780.01,44547.11,44642.44,1723.22376,76979363.5454576,47181
1648782000000,2022-04-01 03:00:00,BTCUSDT,44392.71,44599.99,44273.44,44599.98,2692.58541,119680879.0150645,60370
1648778400000,2022-04-01 02:00:00,BTCUSDT,44923.77,45049.03,44200.0,44392.71,5752.16535,256708976.0561086,108602
1648774800000,2022-04-01 01:00:00,BTCUSDT,45542.16,45542.17,44868.0,44923.77,4127.99675,186365597.08843288,76504
1648771200000,2022-04-01 00:00:00,BTCUSDT,45510.35,45644.86,45351.73,45541.5,1838.20071,83712318.6510521,51792
1648767600000,2022-03-31 23:00:00,BTCUSDT,45787.85,45787.86,45200.0,45510.34,2889.28168,131432343.8430213,62276
1648764000000,2022-03-31 22:00:00,BTCUSDT,45757.19,45820.34,45660.68,45787.85,1058.12591,48409083.9092199,32731
1648760400000,2022-03-31 21:00:00,BTCUSDT,45745.45,45849.99,45647.01,45757.19,887.8989,40633754.7224203,30025
1648756800000,2022-03-31 20:00:00,BTCUSDT,45581.98,45790.0,45519.03,45745.46,1550.11357,70761370.8509468,40487
1648753200000,2022-03-31 19:00:00,BTCUSDT,45957.27,45987.94,45500.0,45581.97,2165.48834,99001442.6652866,56751
1648749600000,2022-03-31 18:00:00,BTCUSDT,45819.99,45962.08,45595.28,45957.27,1822.32955,83456669.4725836,54649
1648746000000,2022-03-31 17:00:00,BTCUSDT,45688.8,45891.94,45651.35,45820.0,2363.95325,108247373.6916141,64559
1648742400000,2022-03-31 16:00:00,BTCUSDT,46453.81,46492.65,45669.0,45688.8,6315.81153,290514278.2887811,143756
1648738800000,2022-03-31 15:00:00,BTCUSDT,46690.48,46799.0,46356.23,46453.81,2398.12841,111630096.2292428,69526
1648735200000,2022-03-31 14:00:00,BTCUSDT,46913.13,46913.51,46230.0,46690.48,6938.0316,322651130.92882806,155410
1648731600000,2022-03-31 13:00:00,BTCUSDT,47395.75,47600.0,46913.12,46913.13,3811.97389,179766072.3374758,78378
1648728000000,2022-03-31 12:00:00,BTCUSDT,47152.0,47540.46,47108.37,47395.76,2233.31954,105754031.6808841,57780
1648724400000,2022-03-31 11:00:00,BTCUSDT,47276.36,47279.7,47080.0,47152.01,1113.78039,52528291.639424,40025
1648720800000,2022-03-31 10:00:00,BTCUSDT,47301.03,47386.7,47210.93,47276.37,1212.74158,57346663.9387583,36850
1648717200000,2022-03-31 09:00:00,BTCUSDT,47245.23,47343.75,47110.0,47301.02,1360.37142,64233932.6333876,34292
1648713600000,2022-03-31 08:00:00,BTCUSDT,47160.75,47325.0,47000.0,47245.22,1820.4666,85897799.3959139,53828
1648710000000,2022-03-31 07:00:00,BTCUSDT,47113.94,47168.92,47050.05,47160.76,764.09285,35996890.7975087,34012
1648706400000,2022-03-31 06:00:00,BTCUSDT,47095.23,47170.71,47027.27,47113.93,788.09302,37116525.7846517,29760
1648702800000,2022-03-31 05:00:00,BTCUSDT,47020.01,47138.87,46898.12,47095.23,1703.24242,80067202.3245271,38049
1648699200000,2022-03-31 04:00:00,BTCUSDT,47095.55,47150.0,46987.15,47020.01,1167.47059,54924966.3486752,33727
1648695600000,2022-03-31 03:00:00,BTCUSDT,47219.99,47260.44,47070.01,47095.56,955.71377,45079743.1060764,34259
1648692000000,2022-03-31 02:00:00,BTCUSDT,47400.0,47418.13,47172.51,47220.0,843.9185,39906351.747268,36175
1648688400000,2022-03-31 01:00:00,BTCUSDT,47154.06,47425.21,47142.21,47400.0,1228.34803,58081315.6243905,35614
1648684800000,2022-03-31 00:00:00,BTCUSDT,47067.99,47273.5,46973.91,47154.06,1252.43133,59047828.6076983,37622
1648681200000,2022-03-30 23:00:00,BTCUSDT,47104.51,47239.06,47001.96,47067.99,1710.86894,80654182.1792191,42865
1648677600000,2022-03-30 22:00:00,BTCUSDT,46987.49,47130.54,46850.0,47104.52,1772.7357,83283827.8560206,41404
1648674000000,2022-03-30 21:00:00,BTCUSDT,47258.89,47292.68,46908.04,46987.49,1220.06753,57445215.1580584,36397
1648670400000,2022-03-30 20:00:00,BTCUSDT,47073.89,47274.95,47009.96,47258.88,1070.98384,50464862.1722646,31469
1648666800000,2022-03-30 19:00:00,BTCUSDT,47130.02,47187.49,46831.81,47073.89,2213.70753,104067212.6583346,56561
1648663200000,2022-03-30 18:00:00,BTCUSDT,47659.5,47690.18,47070.26,47130.01,2066.25048,98095517.8236213,53864
1648659600000,2022-03-30 17:00:00,BTCUSDT,47248.66,47700.22,47179.94,47659.5,2405.56087,114170187.8232311,54935
1648656000000,2022-03-30 16:00:00,BTCUSDT,47160.82,47350.4,47024.46,47248.66,2117.17927,99923068.6541722,46794
1648652400000,2022-03-30 15:00:00,BTCUSDT,47113.49,47180.74,46910.46,47160.81,1350.67523,63538547.8726545,50315
1648648800000,2022-03-30 14:00:00,BTCUSDT,46984.01,47232.0,46869.0,47113.49,1945.04926,91546556.7106788,58115
1648645200000,2022-03-30 13:00:00,BTCUSDT,47294.98,47309.02,46897.0,46984.0,2650.2197,124704751.799841,60436
1648641600000,2022-03-30 12:00:00,BTCUSDT,47319.92,47344.5,47150.49,47294.98,1319.59342,62337672.0887157,39996
1648638000000,2022-03-30 11:00:00,BTCUSDT,47270.0,47465.65,47064.81,47319.91,1631.17178,77160294.8745419,43082
1648634400000,2022-03-30 10:00:00,BTCUSDT,47257.91,47327.99,47206.01,47269.99,990.85608,46832733.6123434,31905
1648630800000,2022-03-30 09:00:00,BTCUSDT,47435.05,47456.08,47210.0,47257.91,952.91344,45086914.4217173,34711
1648627200000,2022-03-30 08:00:00,BTCUSDT,47384.44,47500.0,47190.86,47435.05,1864.29364,88288779.1866445,43258
1648623600000,2022-03-30 07:00:00,BTCUSDT,47408.19,47521.13,47335.63,47384.44,1140.75646,54113075.5669212,38475
1648620000000,2022-03-30 06:00:00,BTCUSDT,47484.99,47580.0,47349.92,47408.2,1102.10415,52312730.7338749,36068
1648616400000,2022-03-30 05:00:00,BTCUSDT,47238.68,47550.64,47194.0,47484.99,1184.6993,56146839.5858081,36544
1648612800000,2022-03-30 04:00:00,BTCUSDT,47435.46,47462.0,47140.46,47238.67,1294.76891,61224859.8495101,36613
1648609200000,2022-03-30 03:00:00,BTCUSDT,47209.25,47457.16,47200.0,47435.46,1336.62288,63311461.5620998,34288
1648605600000,2022-03-30 02:00:00,BTCUSDT,46865.28,47306.65,46800.0,47209.25,2860.3822,134638388.6376776,52890
1648602000000,2022-03-30 01:00:00,BTCUSDT,47245.21,47245.22,46445.42,46865.28,3566.23704,167054818.9174113,80104
1648598400000,2022-03-30 00:00:00,BTCUSDT,47434.79,47439.55,47092.55,47245.21,1179.51085,55750060.1377503,40518
1648594800000,2022-03-29 23:00:00,BTCUSDT,47331.13,47515.95,47297.73,47434.8,895.34477,42453894.785093,39998
1648591200000,2022-03-29 22:00:00,BTCUSDT,47270.19,47397.89,46950.85,47331.12,2206.81099,104162439.3301138,58299
1648587600000,2022-03-29 21:00:00,BTCUSDT,47477.85,47520.0,47180.0,47270.18,1038.22732,49163847.5751469,38465
1648584000000,2022-03-29 20:00:00,BTCUSDT,47701.49,47726.0,47318.94,47477.84,972.59607,46240690.4123689,38181
1648580400000,2022-03-29 19:00:00,BTCUSDT,47519.5,47871.02,47497.57,47701.49,1941.55433,92624621.7960573,46668
1648576800000,2022-03-29 18:00:00,BTCUSDT,47456.48,47586.58,47368.4,47519.49,1083.65407,51476907.6218565,37839
1648573200000,2022-03-29 17:00:00,BTCUSDT,47491.51,47499.99,47143.58,47456.48,1601.33514,75777988.6705161,49040
1648569600000,2022-03-29 16:00:00,BTCUSDT,47440.0,47547.0,47105.5,47491.5,3147.06478,148936303.1959538,80227
1648566000000,2022-03-29 15:00:00,BTCUSDT,47803.01,48020.0,47345.0,47440.0,2573.985,122795393.7561883,66428
1648562400000,2022-03-29 14:00:00,BTCUSDT,47695.81,47852.35,47596.85,47803.0,1827.99107,87270775.3219784,47699
1648558800000,2022-03-29 13:00:00,BTCUSDT,47843.32,47897.49,47544.99,47695.81,2389.57973,114129692.9578456,64814
1648555200000,2022-03-29 12:00:00,BTCUSDT,47896.09,48096.47,47811.01,47843.32,2705.29599,129702252.1620484,73389
1648551600000,2022-03-29 11:00:00,BTCUSDT,47602.35,47963.24,47572.0,47896.1,1937.43856,92552829.2178495,53069
1648548000000,2022-03-29 10:00:00,BTCUSDT,47591.82,47614.1,47438.38,47602.34,805.36582,38283764.7595586,33621
1648544400000,2022-03-29 09:00:00,BTCUSDT,47539.75,47737.53,47523.02,47591.82,1293.54862,61630338.6131166,42248
1648540800000,2022-03-29 08:00:00,BTCUSDT,47344.45,47618.5,47334.69,47539.75,962.26733,45704316.1372779,32874
1648537200000,2022-03-29 07:00:00,BTCUSDT,47570.58,47582.49,47344.44,47344.44,964.59123,45779400.0846058,37311
1648533600000,2022-03-29 06:00:00,BTCUSDT,47641.03,47753.75,47520.0,47570.59,1078.8538,51377856.7996335,35576
1648530000000,2022-03-29 05:00:00,BTCUSDT,47593.0,47671.24,47510.39,47641.03,854.55134,40650445.6031898,29249
1648526400000,2022-03-29 04:00:00,BTCUSDT,47335.06,47655.54,47320.65,47592.99,1249.90958,59392021.0816791,33700
1648522800000,2022-03-29 03:00:00,BTCUSDT,47408.56,47424.37,47315.0,47335.06,757.03065,35858688.0035907,28309
1648519200000,2022-03-29 02:00:00,BTCUSDT,47537.05,47596.5,47383.38,47408.56,1158.60687,55031955.3426588,33244
1648515600000,2022-03-29 01:00:00,BTCUSDT,47397.89,47600.0,47336.01,47537.04,1114.65669,52907043.0241074,42092
1648512000000,2022-03-29 00:00:00,BTCUSDT,47122.21,47606.01,47050.0,47397.88,2212.02482,104696919.1978005,53338
1648508400000,2022-03-28 23:00:00,BTCUSDT,47540.58,47595.69,46885.44,47122.21,3028.97993,142997215.5288358,81931
1648504800000,2022-03-28 22:00:00,BTCUSDT,47629.21,47753.24,47488.0,47540.59,1195.91802,56949257.7038843,38911
1648501200000,2022-03-28 21:00:00,BTCUSDT,47934.69,48094.11,47444.08,47629.22,1955.25245,93367350.680929,65345
1648497600000,2022-03-28 20:00:00,BTCUSDT,47956.28,48030.5,47811.4,47934.68,1666.52922,79832813.6230717,42356
1648494000000,2022-03-28 19:00:00,BTCUSDT,47970.98,48189.84,47689.38,47956.28,3217.07336,154354629.0522602,80828
1648490400000,2022-03-28 18:00:00,BTCUSDT,47599.06,48085.0,47556.37,47970.99,3195.40658,152847313.3743082,75716
1648486800000,2022-03-28 17:00:00,BTCUSDT,47466.54,47673.95,47331.69,47599.06,1514.26502,71907701.4946286,40164
1648483200000,2022-03-28 16:00:00,BTCUSDT,47422.51,47550.0,47300.65,47466.55,1831.07995,86911416.336096,50934
1648479600000,2022-03-28 15:00:00,BTCUSDT,47603.51,47908.05,47400.89,47422.51,4087.35905,194810276.63521752,82414
1648476000000,2022-03-28 14:00:00,BTCUSDT,47724.12,47739.97,47349.52,47603.5,2871.79157,136534761.6038461,76032
1648472400000,2022-03-28 13:00:00,BTCUSDT,47210.53,47756.43,47176.67,47724.13,3539.2013,168053359.6900116,89996
1648468800000,2022-03-28 12:00:00,BTCUSDT,47252.54,47376.74,47123.54,47210.53,1350.42013,63796704.0452684,44039
1648465200000,2022-03-28 11:00:00,BTCUSDT,47218.33,47383.05,47118.08,47252.54,1978.57577,93497187.7791632,55459
1648461600000,2022-03-28 10:00:00,BTCUSDT,47140.89,47275.0,47064.05,47218.33,1767.57465,83398417.4531677,53380
1648458000000,2022-03-28 09:00:00,BTCUSDT,47021.24,47188.48,46974.32,47140.89,1619.11195,76216870.3540444,49228
1648454400000,2022-03-28 08:00:00,BTCUSDT,46989.24,47053.25,46845.98,47021.24,1568.21655,73631190.4918341,45813
1648450800000,2022-03-28 07:00:00,BTCUSDT,46904.72,47200.0,46884.84,46989.24,2119.9473,99665370.260559,44266
